address,Time step,class,class_pred
1LEUK8fWH2GPSkNjPytnMW482rZeMSW8j1,20,0,0
1LCQT2GcSyCaMeoW2cgzUsuY1g3fjcjCok,20,0,0
18Hkc72zjZCJeJpe4tzXttK3T86QbbDu4U,20,0,0
137j9uxKQjh6FkHr6qncbvBWiMfaS9EMKA,20,0,0
1DZxWFy4N6FBHQDKZbvNscP39Uhv8XKzNs,20,0,0
1JSy8YNZTMUkQxW6U4EV7v78KtZGGuA9xm,20,0,0
1DVhennruJYJUrM9qkdY2X1oGewbKtEWjB,20,0,0
18Cu6q7caAnAtQzK6yNuvXtctYgHxBS2E4,20,0,0
1JJubkZQ6TvZ18KTPQCfkVHB7vHg3DnzAf,20,0,0
192i4qVHcNhTWrjLY9UTEcpNNKeUpmgD1b,20,0,0
1E39qMEUZoDkRBopagr2E7LqSRk6Yp4C8b,20,0,0
1Q2rBqHtBYFSYeUewhQ49wddxqug42afC3,20,0,0
134tu9782cskFfEphYrVhMAqctBJ6icQ3Z,20,0,0
12onsrorHv4YeofyEiuAbDpQJevbPYFgf4,20,0,0
1MgQHZS86P3hzwJ3QMJo9aja5aDTNESyis,20,0,0
17bvr4mPtj1u4f1JDJPtbgZhmQivw1zDFh,20,0,0
1P9MXPoff2wncRDhiHdzTrgUiguW8S5qU7,20,0,0
1JprZFezW271KChxGJeEis9vpZYNR1USjZ,20,0,0
12i51sHiSxZNwsvLsEkMpE2stfYiumDxDC,20,0,0
13e4FBFn5ysvVSkuFfh9yBaeNBm9YSQ1Hy,20,0,0
17YCh65irfEqLcf5TxcgsZwYVdrcFY2gv8,20,0,0
1CN4Yc3unHwzz3GzsgoBCGcGPemS3orESh,20,0,0
1DpLS7xAofMsgYc5L2FYek9MYLoBPYQGu8,20,0,0
1Jc42MrHQJ6YvbBuEsnmJTT9jB1srfZ24t,20,0,0
1JJkW2fWALYe3qz7V9VuGzMT2qucGdRnaj,20,0,0
1F1ZMLRmjHbC5H8UYERm7TtARpZ4TSSStB,20,0,0
13ZG5aFrzPBmr84Y5qFCJnjcn44L7tpYNq,20,0,0
1PUMjBxXZSFivf7KBbqFhFRCih3xKoG8AZ,20,0,0
1JoEMimaek53UJ5i2D1ephLUnw31RipTkd,20,0,0
1K94jGa9rLCHamjgLWTUVQf2yFTwnbykEp,20,0,0
1FSonCS7y6STZ8s4PECpndxkRCor2Gjstt,20,0,0
1EjEtgU8htU2XCG67boKAin9oa3qxSJmMy,20,0,0
1AAjzoM6g4MkvPqSiMYhzyDb3V3Agrfv1K,20,0,0
1E6YupVUwMFVbTezjbJdrNGxas1mnB7WhK,20,0,0
1KdWKwN9eqEYfsgYmbYTXXBUqt3vyFx3cA,20,0,0
1NofhVUeRkyJgKhX8P8wjSJoQJ7WovM7kw,20,0,0
1MDCT9y4Cvit1xxMdaXWrGusfse2147ZdH,20,0,0
14K33x7rS1xgRm7jkH1yDYKr4yvtu9BaQX,20,0,0
15oK3WKwjCm4iZkaRkS33ZSWG5UzeHoasC,20,0,0
17EGZkJjSbKbESjDAJoMNBDraN78UHApCP,20,0,0
12zYETVgxXs3a72bGnApgDtbxPdShMKmjN,20,0,0
1CuVECn3KTxAiN4uKFmi8XoJo71GSCrWft,20,0,0
13Ukeh7Q1LKWRzPHYfGu5hhkQWfchqLxMV,20,0,0
1MXL5wkT9CDXgYRq2UijBavHwxi7oZEaF4,20,0,0
1KNS618Wpji225vVRwuTj3VGpLCTcqkgDp,20,1,1
1BYja77RAAdMfDHT2u2Ero12HrKEBAQwzm,20,0,0
1B8n5tbQJEk9k87QXhjJtiNvXmc99HDzzu,20,1,1
1F54B9YPYw5e7KcC4WfH98WkVjgPvFVL9k,20,1,1
1GASSTKMGZ691CVdNjvvabv4W82vYT8ZEd,20,0,0
19vyKeWzCNH7XothvbT5wTs8w1eYSXNSx7,20,0,0
3D7uNptGHVwuZ9R96ZgzJmyndjoTRXNxXA,20,0,0
1JxPEjSLwCHkAFR4cA5WhBr1vbAzDNR6oR,20,1,0
1FCELmk2x8Cw1rSk7FdXqUcFVGfNUeuHpK,20,1,0
14KzNtEtxcXsbJmnmDaZw2A7fSHPitRwbd,20,0,0
1DNYNbJcmJBXWLuWHQ6MSSMDJZPFMLe8ou,20,0,0
16fh8V2DbvqMLmiSZ1vShE4msLqZB47dXH,20,0,0
3QVeFNthw4FwuALVdxrmjoch973VbwpDS4,20,0,0
3QTsao41tGCjgDX1W7sBYmFuMfxmbUoiMf,20,0,0
1NQLTsZv8ZmmZPAmJpf7hBDYdexBoQwxqR,20,0,0
1DQCDJeEBsVQyWosN2JEJKpuDGpPRUhLFh,20,0,0
12DGWpyy7xBfR63ZvYgZUcC3MtPsqAz68a,20,0,0
1CkNqUpGNWa1z1GLK87CT7fgF2nGAfpjKF,20,0,0
1KxszybDuvosssBdDqyy21hARe16tJjY6,20,1,1
1Hrg5KHfbstoXJ8iz1iFDEi8nmaj1UaWkz,20,0,0
1DuCVBf7oUD3cRA4pS4MjHuG8VsbURVkK9,20,0,0
1PrbAHcPpr1adZu3wHdPH3wkB4HgouujGS,20,0,0
1Mtvuzmr6za93L6QRVs58YdkJXU3j7t9Ct,20,0,0
1BuAhWu4H1WKjVYjXJ2w2bitLUVWcGyhEp,20,0,0
17ActnJ9SYKicLmSm4KUm5d8x5wEUVnGFc,20,0,0
16qBoRT9CZfkDNMzV8paQVctLXwtxofqLn,20,0,0
1K3RJgJczFpJH5qNfyJg1AJWTSy1jEDJFs,20,0,0
18enDvLK8rEcbqTa2VghobDGyXphceNDmy,20,0,0
1NAqNeKc5sphWQC4ZA89EN2APPkNhTUYkV,20,0,0
1NJ7GnVhN4b6gduKqW2d9E6YXek43jL8Da,20,0,0
1NUm3Fq1W1AEvTHeWV62q8cjh87zqn8M2F,20,1,1
1FMed5zz9JNEXzeJH9q4De8r88ns2nsqKH,20,1,1
1AFJBnBcg5bvpZdT16wNXnLd2gFEJHVBRU,20,1,1
1Ng9NYmg1URxh5Le4QcFPuiw4Fj6BQgYVm,20,1,1
1AcZ8cpcM7ZgpSHs9qhKuv5hmaPKxG33Jb,20,1,0
1JXpWdVz1jPMHhUESRFRv67A1keJGoBgbt,20,1,1
1JRTwc4VwZQQKxMmk7WMpf1MzBci5h4hrZ,20,1,0
1EgheuSnYf8CSwuYYvLXdSnGGEWszipff6,20,1,0
17oNmyMT4sWecLtdhTRTuLUWp3jb38Aie9,20,1,0
1KpCjwqj6nfowknhNSKF4ng4PHpCpn7erh,20,0,0
1Fy9RjuYCDk2QjWw6nMXFXjF7Z6Hq8szVc,20,0,0
1KbKGopNpX25p9zfYECgzffmnnXAcQ2jwa,20,0,0
3MWXSbcsKZ36Adpn77xZfp96VY9MUJU7eY,20,0,0
39sF2Ey5norrdm7TxhME1fYhPm8PpKjvrV,20,0,0
39SqwYNXfTw4XnMpe9UxXDqhc1BzbjvE6a,20,0,0
3Ke3dJJ4JvkfXGwehkHZwwh7RS8SDeMzgu,20,0,0
39ssF4mGM8UaExgCMWhZ1qBoh7tYb3npLm,20,0,0
39sEEe9aRCbq1tBisooVm6YhidpHDTBu76,20,0,0
39tDwPst8xCKj1WdQmnqULpbUzPArYiUTu,20,0,0
39sfQ1vuGLWDKX6Ye5JhcnHqPcESxzX1ne,20,0,0
39SGZaT61xGU8wbtni5P9u2z1kfXqnKX9Y,20,0,0
39T6HUcxQRKhrnxwtndh3VT3HuRjyDMHkZ,20,0,0
39t6PdVvEvmWPUa6KRubnQbtucDzdTix9D,20,0,0
39sEQq8HPKrHz1x1THGP5iUtDsrYbvzZhX,20,0,0
39sEGzFe5iYsM9hx7QPS1ebSseA3DddVVU,20,0,0
39Sb7NP2FR9inzt8scf6kPz8QUYiZJ7AtH,20,0,0
39SUCYts4fxWUbWah68eBZevu3jkVTggnS,20,0,0
3NFp2K24gX6c7JwfpQpnvpyW1bNk3v1LUe,20,0,0
39SsrNYTVQ1ZExfeFkz3n61GfphxbEF9ns,20,0,0
3NBMqwXdjmXrYsscwUrTJEHXD9xuKF5Srr,20,0,0
39ttNEseReDGY1NpuNpgMY5uDjjCEwyvwm,20,0,0
39skVujHjGfMzHKiF1UvQ9yyQ3FJ56wsXF,20,0,0
39skfMDJrxbpE2EP5zSTsY5q7MxQb9kYqE,20,0,0
15UC3YRZsdZaJQAjrJmAdao8Et6jWtfZp9,20,0,0
1L7jtqfgQPR9buYq4PscpYz1zysCNJedhj,20,0,0
19ozq5tHfAHVidDz8HLap5i3WzhHdDjZ9a,20,0,0
12zZ3ScNqWaUE2byNbJTxPX5fq8ypKjdiR,20,0,0
1ELvDwCE62WuzJ2NT9NPbE88fi1gpU2YeU,20,0,0
1AmtqFf6bnDhnz7T8H4gqY2EwDWHktxALF,20,0,0
14cF4ZzBRZArkj8xxZoY2mbRbwzD9tLsri,20,0,0
1AiTNqniQVL7yXN7wtdhhg1xkXRwb8JH5E,20,0,0
16oyU4dqrreXgeJ4KcpmzmcKVBksSQhXiY,20,0,0
15GrqB8RQLBAYcHTbAdRRz8LGKGwtFMjbu,20,0,0
19XXVqwcSaYn4eZVKjezYamYFkhCxrBExc,20,0,0
17x2CRRNGkFuxBN8jpCEQzzk6XB89bXF69,20,0,0
1GDVq3GcowTrH8evwz8DqAN8qBAHRXLR7K,20,0,0
186FekU6cdnxd1qtUA8u8RXyXhGg8Cc5oW,20,0,0
1BubWXdNnRw6x4R2BJaNoK2JSCXLQFUhuu,20,0,0
1Q7atc8ycFbd6udmQTXk3eL48Xo7stPcSj,20,0,0
1F24vefARai9LLVN9d3uFBN6JF8cBUVZkk,20,0,0
12gKi6HFfGh88KCfmVPHAkAEpKF9f7cvXD,20,0,0
1F66TMF6KvKc2mHvqEzREtpLpKPFcZCiN1,20,0,0
1GyssvRXZUQiL2EQDsbGomoA8vxEZytUGd,20,0,0
16vCSSaULgRLpcQBHMfRDZHSW9CwRJGssk,20,0,0
1PdACFDrdnDnWPLsTqkLFmNz25Q8HAtXvy,20,0,0
1AD7L3Vs6WCDLYo5QRvatdp5zyq2YLS25J,20,0,0
1HyEBCfS1MAdywTSdFivaecphA9NqrQJU1,20,0,0
1CRPBhgiX9GYkHMbcJF9h4npxdJ2XuWyPB,20,0,0
1ASM1SK692QSzH3HNjH8LjoSNHeyTkRX8a,20,0,0
1CaQ2ZLYfoiv7AEQRmb5y2kaKd1bFhLevf,20,0,0
14MerYhfLApjbDJZBReT6ow6afc3APb2sZ,20,0,0
1i7czmYxmtur34Stei72Lz9ezdsXvrA7T,20,0,0
1KTw6TCNCHNnXgRkgVsve3DjQZkPR6TGzJ,20,0,0
1LoaBmE67cpvfGdhVgNsLUfKTN6AkCZZt2,20,0,0
1NNBXkpFT5bmej5HqxYbmQZU3WoWRUxwdH,20,0,0
1J4DxLq6kfTqoBgKWbN3yi96rFjkrSiA6o,20,1,1
1HVBmjq5dotHzmxMAADARidppwDrM4eETa,20,1,1
12ULc6U65dwpqTD6hvVzDYmfeFoeUCXSb4,20,1,1
1JjnK9u5NecDrxk5KUPdaaop579biTUar3,20,1,1
15srSb8L88UT23VvRWuNhoavbmivoZeLSs,20,1,1
1KzzfsytshZkS279B1YuuK3tHTdPVRo98d,20,1,1
1GnTjqcsnjXaDEQFQYJg3fSJGoGzs65ecx,20,0,0
141ZahbiD5Mg4vyEXoZy8QrzqDYUyYBQN1,20,0,0
12P2246m4ouxzazfyLXke5GoQPBJtRgW6m,20,1,1
1KEm4ePoPfNSfst2REJSgsLS3T7RkHcrLj,20,0,0
1JPxtkRzCJKSMQgAcTVnGsmQyuss3U1tbN,20,1,1
1Fzkg69kF1uaB2R2Pv6D2afw7o5YHaPg48,20,1,1
1GAkrHPQmLsqsr4YZowLtdKtdqi8bmQbQh,20,0,0
1QGXTvVEXUdnTBmwwiCTuZvdqJqrADNES,20,1,1
1E4KXo8crZYikSDRsHvUnDSVRMcTeXR22P,20,1,0
1F944QYgQQqGWLgaoHsmHzjnJASApEMFkV,20,0,0
1GqqpQMq8P8KE1j2wM2GCb3PxUey9xNZ98,20,1,1
1EXE8bpeeEqjoZ3D4b3Vz1HN5WZgkYzJqg,20,1,1
18NmhXfS1dFn8w9ZdzPb7yd4EUy9TncAGZ,20,1,1
126iVJut2nHUXeMoikE44Fo5mLdFMRVv5K,20,1,1
192MTxbfxVLVYM26X9BYb9HgkftcwWhZ8K,20,1,1
1KcFu2uxxkTpkczQE4njgWf3xTP1UWzFRW,20,1,1
1BWangRLm9atAvkt3YMPDkbNyaeN9cEffJ,20,1,1
1FuKxhkkw8Vepu5QJDXw2f5UwVwGpa9kT6,20,0,0
1CyonLQPevp6fbdpGxJs7i3Ncj5M6HYoGz,20,0,0
1MMcnw1Y8UdmoNBzfjxpg3LVeYawK3kPxD,20,1,1
147PdUFgFs82gvpDMT2hXBW7PDhgtgfode,20,1,0
1KkSDKg3YmvHrYFTx12akk8f2uvje4WFaA,20,1,0
1akEmBXr718HagLFGPTQGkXJKFibBc6gy,20,0,0
1LKS9Mmy8fxjy4CZYoduVUcMq6QR32vYaZ,20,0,0
1D2oG4PyfDU3Ejx9YnAQ7eN4Z5vdpcwZK1,20,0,0
1HurSbkhvdf8DVC7G3NsRYbuCeXE9LBLti,20,0,0
19d6VkP9VK29NuvtmKErnq4LiwPLujgFGs,20,0,0
1Ch8XcP81U6yxRzffgxxUF7cUCiMUvredy,20,0,0
1JQvxsHTZzxaVUSg51kwZ11nKkfmQ2UYtL,20,0,0
3Q6vpPnVByYUibeDLUYMD2ExuMsErzYFxw,20,1,1
1Hazx5ELUqcGLx7YWHafTsCMgBSt4MSCTf,20,0,0
1NyeS1fk5cHQBoq3PAq46BrHtD3oZjmcVU,20,0,0
1FiD4Z2eUEncc11frghd4fLNxfHMcQh78N,20,0,0
1165wHjwgHfdBJnoHNbRkzpWABTFbaXcxY,20,0,0
1EdNawmQRqTfrqxf8zR63aifnPN41oL2Xs,20,0,0
1Mr9AaQPpMX1T8z78YhSAMW31G4EK6Wb7a,20,0,0
1H4RSrhj1NMovzRkq9xtAyXeXLTDKhQsj1,20,0,0
1GJYD76YJKiRLBp2a8pwhM1ZnwvhHW3Lmz,20,0,0
14MFcJ75ZBoiJExqBVGyTKsK2HTihbgs1t,20,0,0
1PkuspF9UTxbBURhyYKXqGvuaFxsCRdFP8,20,0,0
1NeeuXCDUs3AYDeHLfmq4tB61hNLgLiPTB,20,0,0
1Limp53KdHcEpw814aXTJMRZsxkjTeoM51,20,0,0
1LsM9prFcUWGrKJDGVwGVx3w2zTz6Lg2cd,20,0,0
18nMqbcwDDyb192BHM3ES8Yx4Z41zbWmgu,20,0,0
19wVcsgi6r1af7wUpMP1ADDp619zWRZGBd,20,0,0
1Kjh9EvYmCcBa57R11Ef6vkdQns4f2yAnH,20,0,0
1F7cHHk6PTCe5FXFroanT9urjzW3RGZjj7,20,0,0
14MhKGVKHdPPt6BgE8WFxXppRVCUYSKEEH,20,0,0
1u6T9WqTsntdJSXJQysMbsgzJgkSUhvtj,20,0,0
1DqKbAEjFVLMkfcLPX1aTTaiQdgy2ZrLmc,20,0,0
1BUfZW1ygrXtMWYsZvnhK1WWgSe1XEJYpn,20,0,0
1Br51i3AAZysDbeeew7HeoM7sNCLF3cmCn,20,0,0
1CvDxZRYS26NFPGSMcraK8DRcDGUSEKHhN,20,0,0
1Byng3fdaQ6ZHsSM5ek6jKXup1LHcHHFpi,20,0,0
1GfPAce5CMn4JMnRrLMantXNeBSeAgzrWL,20,0,0
19KuTD6fbRpZGVeeea9zFh18UhVhTStcL3,20,0,0
1LXcX1vdgXyXbQf4sskwHUddJ99FjPYbeG,20,0,0
1PH2ZWxyBNfHvNwuzJ9CFqYPE5yMMWNZt3,20,0,0
1DZeVWTyUCfLs62DHbtByzDzzxWZQK5yQ,20,0,0
19oAyq3fHVvvbQeaDzba3Yyr6REj5Njy8H,20,0,0
168kPNCCfJeWaK6SSC4MJ5opVm7rKLBsBs,20,0,0
1Ag9PtnSR7DuE5f53tpdRvjzW8K96xwffb,20,0,0
1QLRMx6dFk2s9xaCkv7TxQ7cSiUsb6Jagj,20,0,0
16Jg8Q56rqpAJHEwiy38TUnmAvqHfc399M,20,0,0
1LPCBfYRtksiH3i6oAeedpmfLcTLbYC89H,20,0,0
1Az7VS7C64kwMrozYPmZChC4oxB8AQ3zj7,20,0,0
1981wUgvBDw8eCDGcJJbabjnqfMFrxw6jt,20,0,0
1PRA7FXsLQmtE1ztMKkzz9R4p7Q7KpR1GR,20,0,0
17zQ2sHugxNS3KHu2SsAAu68ievM74ufRY,20,0,0
1GF54gPgvmvN5HRrJq5Xk3NoBoX8RUiqy9,20,0,0
1BwhBXFnjfVMT3HuGGB8RYFSQ72qrPno9k,20,0,0
17CjDthJXJVG6x73QqoKon1jvoWkQBGWHr,20,0,0
1purUJS3HGsuRe6cBaA1ULH1sdvv6e9K9,20,1,1
1ET5rCodBrECBVHuhsDciTifSzGdxCNrty,20,1,0
14FkWGSWRvY8arGdp4QWE7VKjUbgevYb8N,20,0,0
127GrPFmSLnRCfSTLAwSkXC1s5P2KMy93L,20,0,0
1Mg35XYZEUaNQ58scgXzqaeVinH3gLsyBt,20,1,0
1B9WwZCiuHDdcuqfXp2neajbcaL9fNoEkW,20,0,0
18vaT7CKHcWcMu8rFZwkAmmdU91es9YfFQ,20,0,0
12SQXhrUtBTEngiBiNcACr3pvyonZdqhL2,20,0,0
3LA6bjUTEWeo8Cq8d5TVnc9LvV5Pi2rzjs,20,0,0
1M5FjAJDjrejMe9LFY48G5ZQANVt4kFjYK,20,0,0
1LLXvBREh3PGsoCFYWJuQzSnC6pf826aB3,20,0,0
1Q3VzdKLNKDuv39FdZPq8T5SeHLtTUTtSU,20,0,0
19fU5rwUyfWpshX6PMwML4FguVxQ9f5goT,20,0,0
15idtsNwy3TfrZKKTsrZNumSEqr416Ykfb,20,0,0
1MY9gWXJ96EYomoD4AM6c6f6EzALZCw291,20,0,0
15otxQ3EYMqc7PgdepjdVTgJAAW4VC2mCY,20,0,0
1733zMqxMo3AeK9P56LX2jBo4nEzhBz5xu,20,0,0
1JGtjSR7aBwpjVCdPgXybdHuxVuDnZt2Nf,20,0,0
1DzKvvCE7PKgNyAVHf5fyb7EtikBsaAm7r,20,0,0
1GNFTHc9imF1pCf6YPD94EYcdBUa1q7hui,20,0,0
1DqzqkQieKKJQujskijQJTin5bE5JyLyuH,20,1,0
1wZi4AUxmwusNdTwVoRZPbntK9fgxdkTm,20,1,0
19Kk4kB68Ewxy2mjmEnsT8BUGrFarfEpXg,20,0,0
17yHdp25ecP42kca7VrncgUQ4KkrrKuoLh,20,0,0
19m3ysWPcJUs3bpm8YRZiG7vhmYVVsKr4P,20,0,0
1NjPfzr6cMQBjRz5YmniJM5bLHsePupNgD,20,0,0
1BjzwzUJNHw6Jof3he2hiLUtr498tautzU,20,0,0
39U5ALeeMmn1pax421JtMS4SGZ9FbK892j,20,0,0
39u4EroyKJmFi9AnWpDNWXnxNtWspdJTZM,20,0,0
14kgYqui1HUoXJku6k4i2U9ZbNxqFJiCdE,20,0,0
15XMTTXpHxMkWPt5Jer1gJne7pxKPAeFFt,20,0,0
1EknwRBBXyRekLfgfNmajZ2FZFh4mJekXq,20,1,0
1DjNgJef6gaM7VqzcdPBdHw4ZGmUJAKDU7,20,1,1
17xxQ9KiiijLtXPtgXiu3qhtUFPJbmYGvy,20,0,0
1CvbGHLpDtjxihPWaTMUW1CYxQokg8yoFY,20,0,0
1CeWYbqroffsVqggr9FUyiew7som7ggsJh,20,0,0
1Fcz2ind9YTKosTicF4Epxn9gnG8XDxCJB,20,0,0
1MfG7pUzUoVH5qauVBrqpUEMwJbe9Ymh1y,20,0,0
1MmPsYnBmC8q2bd7D8rDY7as5sGqWun5ma,20,0,0
18sSvJJojP63VcyjxYs5e1uMg7WqbjNp9m,20,0,0
16FJYZap5PGhUU3CzRXXbbRNJRRyaQTwDZ,20,1,1
1HXhSdbCHG2psLhDA3c18nLVM2qnfwZfTF,20,1,1
1Eq7fW9nbVfST67gX3cXCgHBhihFLCmCyN,20,1,1
1K3DwaXLLSyxwZyrWKWnab56HA9N5LQy18,20,1,1
1QFMvmqvv9NoLaGYSJpX2d6bzNJMP1s12e,20,1,0
1Nn3Lk3VM9bQ4XcHHX61XNarRiTnWu94Nk,20,1,1
1H9j8mAnHbzZpsKAUNprc37rzA8gAT2ZV1,20,1,1
1KXcWpNujbn7rdvFUREfBxN51e5NBWZX1V,20,1,1
1HmhWzyQcKEeWE5J8LD1Gsd5xwgndwweC1,20,1,1
1Q5MQsjhDaQQ4idtfeCoky3fRUyaivJYX3,20,1,0
14RjaziZ7GWFUXSffhmRyg1RLBGJRwXeSf,20,1,0
3Nw96PpfFoiM863pEvWXyKpee9TFdCEV5G,20,0,0
16NSm4pYiGZ5KGnTrzoTAQnpJ3BTgEYtAw,20,1,1
1ERsX6ztNgXkbfY3pjG2awbM6KNgBekGCY,20,1,1
15D5PJsyN8ykP5eVJw8JgNT7Rshfqyc8jh,20,1,1
146BXKFVwCmTd9gpsyZtSpWNzSG1tpPwAL,20,1,1
1QJHQe7MviF8fMnW7rGhAMxveEogqiiztY,20,1,1
1653dJ71bo3H5pR3Cw8ZTE29AGtKK1GNGs,20,1,1
1EuTaMfN5AN9WWjyPy33ELQiDxPLAo4kno,20,1,0
1KM6zvAbdSuno6LFXKpRFh8P2oTEjaqh7q,20,1,1
1NjoMjeynhmRzHWshqSiW8zfeDDx8agZd2,20,1,1
1HGKVq4hX2QR9TL1H3Y3HWNSJ4FGnrhF3K,20,1,0
19Wjk6yyQWt9PQaEsRQsxttshAK2TBAVKx,20,0,0
18iRMw4vCVn5FwTFfsdoP8jPUJjFrnhSAE,20,0,0
1MerBJi2SELceZZRZkAMFpbwXaRTgnbRx7,20,1,1
1D5yUgLrpQGMjPZH9FNWdwPMCvr1m5ziFy,20,1,1
1KGFk7wRhPhcSF2aUGuuKqnEEUh32UjN1Q,20,1,1
1AHb2haJfpKCpKA66NqLqyXidLmYRDaPno,20,1,1
1KyKHHnFz53iVqzcnBTpjp1EJWz9DKKuJk,20,0,0
1PnRpHoRkc8afokxbRk8bpWBDgYirbRiXy,20,0,0
1KS5d24wdFF4BEpgkE1PniPd8XgV26eybU,20,0,0
1Bdn3Zthe5RcnuEvQtdzsffLkrmz1XGZ5Z,20,0,0
1FpA1gpQxrzzmk4DupkeqxCeVWAnuxhGa5,20,0,0
13Ke4y1kKW2hd7WerB9jwd9dz1ADn8iXno,20,0,0
174RDFxPSqWniJDaFi2rsXza5pd4mfC7XW,20,0,0
17mkNFZRhL3sEc2fZkKNqECZdRiCm5DjDr,20,0,0
3Hkbx3ZhtrBUviWmwkayA1UCwaEcWE5tu2,20,0,0
15ytx7wNuzrTyNeDqHRrUEiqQrJ7JAVFcA,20,0,0
1Fp1jgY9icmmoiYNvw8eFJZj4kRSqC8NnU,20,0,0
3M3UAVWJAk3pkwSjMp1YwCpnkdEcGYi2Px,20,1,1
3FUUwLkYfsqGUMDfNgDSzr28UVP8bT52Yc,20,1,1
3Cg4MC8RnTjFnwY9VtqiAgPrrXGvhfXCE3,20,1,1
3D4EsqNDKfzK85MXqLLiZiPdwCZj2KAHJJ,20,1,1
1AgHnU6HLQ3CTeqaxifTafAV6FZL2imPSb,20,1,1
38NLcPG3XQgbGrmBX3BfqcMAirjint65r2,20,0,0
18XtwcQJXuTppj6fa4y1Uy6ZfsAVcdfBv2,20,0,0
335JCAf3M1xbzbopMawDMhJsY2LoKNoZ2d,20,0,0
3LcDaMjhokKdMS4qK79eaNgJzHD89AMamU,20,0,0
16ubxeecXtg721qEihzgeqShSCcucqQpwq,20,0,0
3G8ubub628YQqFSvAu28uhDRf8PHYuragw,20,0,0
3Ff97FcVTtwU2PLV9u5W8FtZ5YAKDsA3em,20,0,0
13gCXxuZRXdqRAE6d8QLQsMgDeJNVqa3wH,20,0,0
39uQ6AdSjSKBZtsUrZx9F5Z85Q4SV16tmL,20,0,0
3EUDGcPnxyjgyxqV8HxzaU5rGcEyAcQc8t,20,0,0
37GrZFZN87sXE7Nv5KfLrtvwfL5s3zAMgT,20,0,0
38DknUS8skQhiZMZ43vzmaZu1eQKBJYm8T,20,0,0
3DTioHfHKE9MGgNES4uNVyBc7rQbDjEgph,20,0,0
3G81Umhtm3wG8qXPX77YiLNyxfRB2mUPn7,20,0,0
1Fm148ajk29rYNkWedPzYrDEvXkuSFr1LP,20,0,0
1BUe2kAPuTuSWAU6SacqFRDVKoUA9cCXbN,20,0,0
36Mr2FV7Lppp18hAMeMDdjgTBsmhTZVSqC,20,0,0
1EMMXLVN4mqWr919HR4cw62kVyh9YRZU8P,20,0,0
17J3Ftdnbh8sGstDQRkJf8pJYKu6E3hXnV,20,0,0
1GUgu9aHAP2S1nF64nESvhMA5U2EqLS74d,20,0,0
1LupT57TYU3YrBgye2ymYHjVukeaucwXfT,20,0,0
1ArzgptzDuAPDY4QpmnLysspAGjv5E1kGC,20,0,0
1EQdscMN2Xa2SKT9NBd3aXSfwB3LS8iMG2,20,0,0
3BtGAqCJaP6HHqcTvHDsfHVM1h1vP7sWC4,20,0,0
19jTMgP47jzHpdN5cCdmB3utruGQapMmDG,20,0,0
1QAsm9ksCzHrzXCqvNhoaqieyj42GF15Zc,20,0,0
16dLFCSDr5XsYLzUgFhAZ9kaj1yVeQEWUU,20,0,0
1CwUY1GLBCu8UgjtLfT6P19iGJ7u3LSmRa,20,0,0
1P9iXueoG2sBBb2CtzzfiHA8m3xVpgKiFT,20,0,0
12URwD7buY3YL4dJwcWmD9TSX9dW26r89b,20,0,0
18cLico3LfuwaCSALNpw2sCuSKHxkiwDsd,20,0,0
1GfBzGf9nDs9a7ZEGshD1gLSVyrtB4xLBV,20,0,0
14dAJsTw1J4vPsGpMLDYGtVeLGh3pBDc1X,20,0,0
15G5QjSkQ9ZwPN5KqZBt9e9ZiszXazmi8o,20,1,0
17uzYCkcqTqT7pZ1yiFN3yG6fPqvvR2aSQ,20,1,1
37WSkANPVUQ8uuktf8hv671CejRtBtQ4tJ,20,0,0
1PHftRXmKANxR3hJmWmMVMY8ar7eRHvuEP,20,0,0
3F3KVPrDX6MsBjKveQNBkkunKp1Uai2zvz,20,0,0
1ETJcxm4Ff6Tv8TbRPVCFmr9bbxHugofBj,20,0,0
1AxAjbq54PXJSHTZbT7UfX8YTwReCZu6qa,20,0,0
1PRvxbe5zxFFDjPRDYKaaymrEcBmQuxHZR,20,0,0
13hLyfRHg7p9Zw7WHToRT67JR1HR92Mvxw,20,0,0
18e1HDjhKSNnFyBL8yPzi8izHm4eAczHLX,20,0,0
12TtUQExrnu1QxXwQAKt2g5dLdFwH8Yk9M,20,0,0
1YkqHvYs1r4fj74i5jmGT8MFN3MBWT9hC,20,0,0
1C2D32YSfc3V4JmkX59c6iMtSpAbdXTsDu,20,0,0
1N65H8zLgSGLEbvN16jeSRhN7knvy8pBLN,20,0,0
1DDqseNEZH9JXPPYPrPXCfFMDQScyZWPgD,20,0,0
1LTTw3giaG4QsNK8veyYKo7Gdjhjn634wb,20,0,0
1Lzwy3EeTvvaGsxCi7WL8myNj72HheDv9x,20,0,0
13LgAZccU24GbwCfyYDt4fHeChTyojXnsR,20,0,0
3FQb83hRkPVTZxipPVvj7NP3xkiMATDfje,20,0,0
1GKBqL3KGckQDk9z3YwYaAGVNN2k7mC6Qr,20,0,0
1ABMUTzzKzC4Etkt4W4FBN9WD4No34jxz2,20,0,0
14CzUJXBkUrQ4PbrdTnGhoNV8P4PNGXzZM,20,0,0
1BLNBA5FZFfRETtqagWapmrVHrFoMYmy5B,20,0,0
16QTiZw7eZN6CDLPWzR1HqgTZWWS2FyzQw,20,1,0
3GSmnLrXxUv647kBnt1dnaypL7TfnWDtBp,20,0,0
